state,corp_type,emp_size,score,confidence,establishments,employees,avg_salary_thousands
Minnesota,nonprofit,250-499,51.2,medium,115,39203,58.7783587990715
Minnesota,nonprofit,5-9,43.3,high,3247,21740,35.28656853725851
Minnesota,nonprofit,50-99,45.4,medium,643,44543,46.943627506005434
Minnesota,nonprofit,500-999,50.2,low,32,22062,67.6994379476022
Minnesota,nonprofit,1-4,42.1,high,6605,13248,37.5162288647343
Minnesota,other,10-19,50.1,medium,189,2627,65.29311001141987
Minnesota,other,100-249,63.9,low,27,3882,80.64167954662545
Minnesota,other,20-49,49.1,medium,148,4601,61.99087154966312
Minnesota,other,250-499,48.4,low,10,3554,57.995216657287564
Minnesota,other,5-9,47.5,medium,200,1386,57.94011544011544
Minnesota,other,50-99,60,low,55,3941,60.205024105556966
Minnesota,other,1-4,43.2,medium,257,597,111.16582914572864
Minnesota,partnership,1000+,36.6,low,6,20939,59.95362720282726
Minnesota,partnership,10-19,42,high,2112,28842,43.80004854032314
Minnesota,partnership,100-249,50.3,medium,244,36150,70.8331673582296
Minnesota,partnership,20-49,46.9,high,1589,48214,48.63315634463019
Minnesota,partnership,250-499,54.1,low,48,16907,93.80463713254865
Minnesota,partnership,5-9,44.1,high,2490,16518,45.88842474875893
Minnesota,partnership,50-99,52.3,medium,607,41270,54.12854373637025
Minnesota,partnership,500-999,63,low,17,10943,115.77647811386274
Minnesota,partnership,1-4,41.2,high,7165,11458,76.01632047477744
Minnesota,s-corp,1000+,40.6,low,18,32440,43.90465474722565
Minnesota,s-corp,10-19,46.2,high,9309,126187,48.4685664925864
Minnesota,s-corp,100-249,54.9,medium,822,122429,54.099698600821704
Minnesota,s-corp,20-49,48.3,high,6311,189716,49.987871344536046
Minnesota,s-corp,250-499,55,medium,133,44392,57.84546765182916
Minnesota,s-corp,5-9,48.3,high,13482,89479,50.5349635109914
Minnesota,s-corp,50-99,57,high,1753,117364,56.59824988923349
Minnesota,s-corp,500-999,61,low,46,30008,64.75933084510797
Minnesota,s-corp,1-4,39.9,high,48231,71508,60.76041841472283
Mississippi,c-corp,1000+,38.5,low,25,53388,62.137540271222
Mississippi,c-corp,10-19,35.5,high,2829,38448,45.23650124843945
Mississippi,c-corp,100-249,34,medium,414,64290,48.99617358842744
Mississippi,c-corp,20-49,33.3,high,2025,60791,47.65256370186376
Mississippi,c-corp,250-499,35,medium,165,56732,50.94267785376859
Mississippi,c-corp,5-9,36,high,3880,25874,45.36190770657803
Mississippi,c-corp,50-99,34.5,medium,679,46126,49.49655292026189
Mississippi,c-corp,500-999,39.7,low,63,44272,59.337481929887964
Mississippi,c-corp,1-4,34.6,high,5527,11160,61.10698924731183
Mississippi,government,1000+,38.8,low,8,19475,68.33735558408216
Mississippi,government,100-249,42.1,low,16,2542,45.58929976396538
Mississippi,government,250-499,40.4,low,8,2599,51.35975375144286
Mississippi,government,50-99,50.7,low,5,447,65.96644295302013
Mississippi,government,500-999,41.4,low,6,3943,55.58813086482374
Mississippi,sole-proprietor,10-19,35.6,medium,485,6479,27.785460719246796
Mississippi,sole-proprietor,100-249,45.1,low,22,3231,62.45001547508511
Mississippi,sole-proprietor,20-49,35.3,medium,270,7824,27.28476482617587
Mississippi,sole-proprietor,250-499,37.3,low,5,1853,64.98704803022126
Mississippi,sole-proprietor,5-9,34.6,high,1163,7512,27.127529286474974
Mississippi,sole-proprietor,50-99,40.4,low,85,5441,34.83697849659989
Mississippi,sole-proprietor,500-999,26.3,low,3,2263,38.09323906319045
Mississippi,sole-proprietor,1-4,32.6,high,5220,8478,32.3864118895966
Mississippi,nonprofit,1000+,39,low,8,17420,62.26389207807118
Mississippi,nonprofit,10-19,31.7,medium,658,8839,33.51634800316778
Mississippi,nonprofit,100-249,39,low,69,10484,50.53872567722244
Mississippi,nonprofit,20-49,34.6,medium,512,15423,38.5628606626467
Mississippi,nonprofit,250-499,47.4,low,21,6826,62.35657779079988
Mississippi,nonprofit,5-9,33.8,high,1231,8024,28.853564307078763
Mississippi,nonprofit,50-99,34.5,medium,159,11032,38.57251631617114
Mississippi,nonprofit,500-999,35.1,low,8,6108,50.119024230517354
Mississippi,nonprofit,1-4,31.8,high,3342,6621,28.194834617127324
Mississippi,other,10-19,34.8,low,44,567,25.3015873015873
Mississippi,other,100-249,37,low,4,464,52.05818965517241
Mississippi,other,20-49,33.8,low,22,654,33.79051987767584
Mississippi,other,5-9,41.3,low,33,243,52.06995884773662
Mississippi,other,50-99,47.5,low,12,832,48.37259615384615
Mississippi,other,1-4,34.6,low,44,82,59.18292682926829
Mississippi,partnership,1000+,27.1,low,5,9927,36.986299989926465
Mississippi,partnership,10-19,31.3,high,1224,16746,33.0225128388869
Mississippi,partnership,100-249,33.5,medium,126,18721,39.46840446557342
Mississippi,partnership,20-49,32.2,medium,980,30133,33.18959280523015
Mississippi,partnership,250-499,36.8,low,24,8158,41.92645256190243
Mississippi,partnership,5-9,31.6,high,1512,10019,35.964966563529295
Mississippi,partnership,50-99,33.4,medium,355,24368,33.02876723571897
Mississippi,partnership,500-999,30,low,7,5121,37.836555360281196
Mississippi,partnership,1-4,28,high,4233,7432,51.61396663078579
Mississippi,s-corp,1000+,27.3,low,5,11123,33.99613413647397
Mississippi,s-corp,10-19,32.5,high,3050,40811,39.62274876871432
Mississippi,s-corp,100-249,33.8,medium,213,31204,40.10880015382643
Mississippi,s-corp,20-49,32,high,1967,57973,38.92010073654977
Mississippi,s-corp,250-499,35.3,low,31,10896,41.74302496328928
Mississippi,s-corp,5-9,33.7,high,4618,30629,39.12654673675275
Mississippi,s-corp,50-99,33.9,medium,515,34993,39.40773869059526
Mississippi,s-corp,500-999,29.1,low,8,5530,39.49385171790235
Mississippi,s-corp,1-4,28.7,high,12521,21590,49.233534043538675
Missouri,c-corp,1000+,52.7,low,64,169719,87.99431413100478
Missouri,c-corp,10-19,45,high,6587,90071,55.28000133228231
Missouri,c-corp,100-249,49.2,high,1204,186403,65.49032472653337
Missouri,c-corp,20-49,43.7,high,4947,147105,58.02554637843717
Missouri,c-corp,250-499,51.5,medium,476,164340,68.98596811488378
Missouri,c-corp,5-9,44.8,high,7789,52137,55.73496748949882
Missouri,c-corp,50-99,45,high,1687,114955,62.74166412944196
Missouri,c-corp,500-999,54.8,medium,164,116964,77.46140692862761
Missouri,c-corp,1-4,43,high,12978,24989,74.75897394853736
Missouri,government,1000+,47.8,low,11,24475,82.68302349336057
Missouri,government,100-249,43.3,low,11,2069,51.770903818269694
Missouri,government,250-499,45.8,low,10,3509,54.20860644058136
Missouri,government,50-99,32.3,low,4,361,51.30470914127424
Missouri,government,500-999,44.9,low,5,3947,64.38256903977705
Missouri,sole-proprietor,10-19,44.1,high,1005,13428,32.29572535001489
Missouri,sole-proprietor,100-249,44,low,45,6962,55.173656995116346
Missouri,sole-proprietor,20-49,42.9,medium,601,17766,30.732466509062252
Missouri,sole-proprietor,250-499,46.5,low,12,3979,67.39256094496105
Missouri,sole-proprietor,5-9,39.7,high,2194,14232,28.80522765598651
Missouri,sole-proprietor,50-99,51,medium,148,10098,47.22806496335908
Missouri,sole-proprietor,500-999,53.1,low,4,2613,106.5575966322235
Missouri,sole-proprietor,1-4,35.9,high,18273,25443,28.09263844672405
Missouri,nonprofit,1000+,51.1,low,43,131363,66.9277117605414
Missouri,nonprofit,10-19,45.4,high,1699,23030,46.008206686930095
Missouri,nonprofit,100-249,39.5,medium,302,44880,45.64901960784314
Missouri,nonprofit,20-49,42.5,high,1409,43059,42.674284121786386
Missouri,nonprofit,250-499,43.8,low,84,28858,52.19692979416453
Missouri,nonprofit,5-9,45.5,high,2695,17664,42.53928894927536
Missouri,nonprofit,50-99,41.3,medium,626,43019,42.57593156512239
Missouri,nonprofit,500-999,51.2,low,35,23453,68.37619920692448
Missouri,nonprofit,1-4,47.3,high,6694,12908,57.33723272389216
Missouri,other,10-19,41.3,medium,142,1846,45.99187432286024
Missouri,other,100-249,45.9,low,8,1288,55.6777950310559
Missouri,other,20-49,41.4,low,52,1508,50.77254641909814
Missouri,other,250-499,41,low,7,1983,45.10186585980837
Missouri,other,5-9,40.2,medium,171,1151,45.199826238053866
Missouri,other,50-99,47.7,low,11,704,47.32954545454545
Missouri,other,1-4,35.3,medium,184,407,52.648648648648646
Missouri,partnership,1000+,51.7,low,11,26443,98.09234958212004
Missouri,partnership,10-19,38.6,high,2689,37189,36.44300734088037
Missouri,partnership,100-249,46.1,medium,248,37924,60.92397953802342
Missouri,partnership,20-49,41.1,high,2221,67585,39.81235481245839
Missouri,partnership,250-499,53.5,low,86,29681,82.78356524375863
Missouri,partnership,5-9,39.8,high,3321,22097,39.79123862967824
Missouri,partnership,50-99,42.7,medium,709,47964,44.39736052039029
Missouri,partnership,500-999,41.4,low,14,9554,61.65961900774545
Missouri,partnership,1-4,38.7,high,9989,16772,63.31176961602671
Missouri,s-corp,1000+,41.4,low,18,37896,50.01095102385476
Missouri,s-corp,10-19,41.1,high,7802,105251,44.77476698558684
Missouri,s-corp,100-249,50.5,medium,615,87914,52.581238483063
Missouri,s-corp,20-49,42,high,5421,163318,44.672271274446175
Missouri,s-corp,250-499,54.7,low,94,31984,57.770854177088545
Missouri,s-corp,5-9,43,high,11194,74509,45.78916640942705
Missouri,s-corp,50-99,47.9,high,1537,104455,48.09822411564789
Missouri,s-corp,500-999,51.9,low,41,26198,56.55271394762959
Missouri,s-corp,1-4,33.4,high,35370,59105,52.208899416293036
Montana,c-corp,1000+,30.5,low,3,5736,53.86175034867504
Montana,c-corp,10-19,36.9,high,1026,13935,58.728525296017224
Montana,c-corp,100-249,34.3,medium,145,21646,57.21186362376421
Montana,c-corp,20-49,35.3,medium,788,23563,58.876586173237705
Montana,c-corp,250-499,43.8,low,49,15735,69.65598983158564
Montana,c-corp,5-9,35.6,high,1324,8887,57.258354900416336
Montana,c-corp,50-99,34.1,medium,231,16171,62.039638859687095
Montana,c-corp,500-999,26.2,low,6,3546,46.29187817258883
Montana,c-corp,1-4,36.6,high,2770,4813,79.1107417411178
Montana,government,20-49,34.5,low,4,120,47.075
Montana,government,50-99,42.5,low,6,426,57.44131455399061
Montana,sole-proprietor,10-19,32.2,medium,182,2412,28.054726368159205
Montana,sole-proprietor,20-49,36.2,low,84,2420,32.53801652892562
Montana,sole-proprietor,250-499,36.3,low,4,1194,57.62311557788945
Montana,sole-proprietor,5-9,29.1,medium,480,3100,23.719032258064516
Montana,sole-proprietor,50-99,38.3,low,10,604,44.841059602649004
Montana,sole-proprietor,1-4,28.4,high,3267,4498,30.977545575811472
Montana,nonprofit,1000+,45.2,low,8,15423,73.75543020164689
Montana,nonprofit,10-19,34.3,medium,526,6978,41.15075952995127
Montana,nonprofit,100-249,35.7,low,47,6722,50.99702469503124
Montana,nonprofit,20-49,33.9,medium,302,9183,42.17521507132745
Montana,nonprofit,250-499,48.5,low,22,7952,67.0503018108652
Montana,nonprofit,5-9,33.5,medium,772,5217,35.66781675292314
Montana,nonprofit,50-99,35.6,medium,116,8111,44.9549993835532
Montana,nonprofit,500-999,27.3,low,4,2093,45.345914954610606
Montana,nonprofit,1-4,31.4,high,2057,3743,36.222281592305634
Montana,other,10-19,39.4,low,62,791,47.90012642225032
Montana,other,100-249,41.7,low,3,502,66.21314741035856
Montana,other,20-49,34.9,low,23,656,40.521341463414636
Montana,other,5-9,39.1,low,63,448,46.36607142857143
Montana,other,50-99,28.7,low,5,296,25.50337837837838
Montana,other,1-4,34.5,low,70,147,57.38775510204081
Montana,partnership,10-19,29.4,medium,557,7693,38.00558949694528
Montana,partnership,100-249,34,low,27,3539,47.31534331732128
Montana,partnership,20-49,29,medium,410,12205,35.57877918885703
Montana,partnership,250-499,29.5,low,4,1594,47.506273525721454
Montana,partnership,5-9,29.3,medium,770,5103,38.396237507348616
Montana,partnership,50-99,30.7,medium,117,7998,37.120030007501875
Montana,partnership,1-4,27,high,2801,4322,58.784127718648776
Montana,s-corp,10-19,32,high,2424,32692,42.64746727028019
Montana,s-corp,100-249,39,low,94,13355,49.68468738300262
Montana,s-corp,20-49,32.4,high,1322,38362,41.84737500651686
Montana,s-corp,250-499,48.2,low,6,1785,64.22633053221288
Montana,s-corp,5-9,34.7,high,3968,26191,42.84834485128479
Montana,s-corp,50-99,36.3,medium,270,17840,47.2140134529148
Montana,s-corp,1-4,31.2,high,14775,21706,54.645720077397954
Nebraska,c-corp,1000+,43.2,low,33,71814,70.056896983875
Nebraska,c-corp,10-19,36,high,2104,28767,53.11906003406681
Nebraska,c-corp,100-249,44.7,medium,371,57311,65.00143078990072
Nebraska,c-corp,20-49,35.2,high,1702,50922,52.798397549192885
Nebraska,c-corp,250-499,39.8,medium,150,52886,60.200052944068375
Nebraska,c-corp,5-9,37.5,high,2528,17011,54.265592851684204
Nebraska,c-corp,50-99,36.8,medium,581,39982,58.854184382972335
Nebraska,c-corp,500-999,46.9,low,53,35815,72.65492112243473
Nebraska,c-corp,1-4,34.2,high,4168,8032,69.37064243027888
Nebraska,government,100-249,56.9,low,23,3925,65.42853503184713
Nebraska,government,20-49,35.2,low,3,113,59.5929203539823
Nebraska,government,250-499,54,low,4,1352,75.32174556213018
Nebraska,government,50-99,49.8,low,10,709,57.06629055007052
Nebraska,sole-proprietor,10-19,37.6,medium,294,3947,32.228274638966305
Nebraska,sole-proprietor,100-249,45.1,low,18,2665,63.70506566604128
Nebraska,sole-proprietor,20-49,39.7,medium,129,3819,35.08012568735271
Nebraska,sole-proprietor,250-499,51.7,low,3,1143,84.96150481189851
Nebraska,sole-proprietor,5-9,43.3,medium,717,4607,35.60234425873671
Nebraska,sole-proprietor,50-99,44.2,low,43,3064,43.37728459530026
Nebraska,sole-proprietor,1-4,30.7,high,4247,6297,30.78497697316182
Nebraska,nonprofit,1000+,44.7,low,14,32250,69.59928682170542
Nebraska,nonprofit,10-19,32.4,medium,583,7911,37.835419036784224
Nebraska,nonprofit,100-249,35.5,medium,113,17004,45.17131263232181
Nebraska,nonprofit,20-49,34.8,medium,465,14433,40.813482990369295
Nebraska,nonprofit,250-499,44.7,low,20,6640,61.554819277108436
Nebraska,nonprofit,5-9,34.2,medium,920,6047,35.73920952538449
Nebraska,nonprofit,50-99,35,medium,208,14360,39.646239554317546
Nebraska,nonprofit,500-999,52.6,low,27,18767,75.61176533276496
Nebraska,nonprofit,1-4,31.8,high,2565,5022,31.498606133014736
Nebraska,other,10-19,44.5,medium,117,1587,58.69061121613107
Nebraska,other,100-249,54.1,low,5,660,76.77575757575758
Nebraska,other,20-49,42.5,low,45,1327,58.74001507159005
Nebraska,other,5-9,41.9,medium,142,985,48.14720812182741
Nebraska,other,50-99,63.3,low,10,670,84.34776119402986
Nebraska,other,1-4,35.5,medium,170,406,65.67733990147784
Nebraska,partnership,10-19,31.8,medium,932,12910,35.93973663826491
Nebraska,partnership,100-249,38.4,low,73,10599,60.69987734691952
Nebraska,partnership,20-49,33.9,medium,714,21032,39.52477177634081
Nebraska,partnership,250-499,39.9,low,14,4593,62.8436751578489
Nebraska,partnership,5-9,31.8,high,1034,6879,39.59906963221398
Nebraska,partnership,50-99,35.9,medium,157,10347,43.063979897554844
Nebraska,partnership,500-999,38.2,low,10,6262,57.21686362184606
Nebraska,partnership,1-4,32.3,high,3228,5337,64.69102492036724
Nebraska,s-corp,1000+,52,low,8,18120,71.81975717439293
Nebraska,s-corp,10-19,34.6,high,3277,44347,43.13482309964597
Nebraska,s-corp,100-249,49.3,medium,194,28790,56.76658562000695
Nebraska,s-corp,20-49,36.7,high,2097,62001,45.243044467024724
Nebraska,s-corp,250-499,59.1,low,29,9968,65.34871589085073
Nebraska,s-corp,5-9,37,high,4769,31533,45.070560999587734
Nebraska,s-corp,50-99,45.7,medium,518,34815,52.394513858968836
Nebraska,s-corp,500-999,48.5,low,16,11374,60.3434148056972
Nebraska,s-corp,1-4,29.2,high,16651,26781,50.69138568388036
Nevada,c-corp,1000+,39.1,low,72,156105,58.17895647160565
Nevada,c-corp,10-19,41.8,high,3042,41480,57.97333654773385
Nevada,c-corp,100-249,40.6,medium,683,100532,57.789181554132014
Nevada,c-corp,20-49,40.1,high,2414,72232,57.21797818141544
Nevada,c-corp,250-499,39.4,medium,197,67295,58.146444758154395
Nevada,c-corp,5-9,44.2,high,3413,23046,63.314241083051286
Nevada,c-corp,50-99,39.1,medium,956,67495,57.33415808578413
Nevada,c-corp,500-999,46.4,low,77,52076,71.44899761886474
Nevada,c-corp,1-4,49.2,high,7991,13416,93.61165772212284
Nevada,government,1000+,52.8,low,3,7053,103.39415851410747
Nevada,government,100-249,34.7,low,5,772,49.20336787564767
Nevada,government,250-499,33,low,4,1375,51.15709090909091
Nevada,government,5-9,39.7,low,7,55,37.58181818181818
Nevada,government,50-99,33.8,low,4,235,50.54042553191489
Nevada,sole-proprietor,1000+,30.7,low,4,16079,53.4452391317868
Nevada,sole-proprietor,10-19,46.1,medium,491,6468,37.05658627087198
Nevada,sole-proprietor,100-249,39.7,low,41,6270,51.1822966507177
Nevada,sole-proprietor,20-49,40.1,medium,308,9103,30.5713501043612
Nevada,sole-proprietor,250-499,27.7,low,6,1905,35.14750656167979
Nevada,sole-proprietor,5-9,42.5,medium,937,6047,34.38911857119233
Nevada,sole-proprietor,50-99,45.2,medium,111,7807,40.99987190982451
Nevada,sole-proprietor,500-999,33,low,6,3123,47.37335894972782
Nevada,sole-proprietor,1-4,41.2,high,4290,6312,45.79927122940431
Nevada,nonprofit,1000+,46.5,low,4,7585,78.94515491100857
Nevada,nonprofit,10-19,37.9,medium,343,4627,49.68748649232764
Nevada,nonprofit,100-249,34.4,low,56,8100,45.66086419753086
Nevada,nonprofit,20-49,37.2,medium,287,8953,48.998994750363
Nevada,nonprofit,250-499,39.9,low,13,3996,59.475725725725724
Nevada,nonprofit,5-9,38.5,medium,516,3416,46.02019906323185
Nevada,nonprofit,50-99,35.2,medium,116,7923,43.65492868862805
Nevada,nonprofit,500-999,47.9,low,6,4468,75.34243509400179
Nevada,nonprofit,1-4,35.7,high,1362,2429,51.34293948126801
Nevada,other,10-19,52.8,low,26,375,100.352
Nevada,other,100-249,31.4,low,3,340,44.57941176470588
Nevada,other,20-49,43.4,low,25,858,62.42773892773893
Nevada,other,5-9,62.8,low,38,277,111.67870036101083
Nevada,other,50-99,45.6,low,11,788,44.27030456852792
Nevada,other,1-4,40,low,51,83,159.73493975903614
Nevada,partnership,1000+,45.5,low,13,28212,71.2039557635049
Nevada,partnership,10-19,39.9,high,1700,23419,41.48699773688031
Nevada,partnership,100-249,40.4,medium,217,32460,51.24701170671596
Nevada,partnership,20-49,38.4,high,1457,43790,40.100776432975564
Nevada,partnership,250-499,40.1,low,52,18621,48.12518124697922
Nevada,partnership,5-9,42,high,1852,12478,46.62357749639365
Nevada,partnership,50-99,46.8,medium,423,28637,51.98439082306108
Nevada,partnership,500-999,48.5,low,15,9718,76.10485696645401
Nevada,partnership,1-4,37,high,5227,8396,72.28215817055741
Nevada,s-corp,1000+,49.6,low,7,17851,66.9578174892163
Nevada,s-corp,10-19,40,high,4325,57786,45.988405496140935
Nevada,s-corp,100-249,44.4,medium,305,45853,51.09641681024142
Nevada,s-corp,20-49,39,high,2688,79849,45.61340780723616
Nevada,s-corp,250-499,43.3,low,57,20349,50.22173079758219
Nevada,s-corp,5-9,43.2,high,6163,41310,47.59114015976761
Nevada,s-corp,50-99,46.4,medium,714,48720,50.22984400656814
Nevada,s-corp,500-999,34.3,low,21,12433,41.279498109868896
Nevada,s-corp,1-4,42.9,high,23235,34308,70.3986242275854
New Hampshire,c-corp,1000+,46.9,low,9,12411,95.60357747159777
New Hampshire,c-corp,10-19,45.2,high,1693,22815,64.65851413543722
New Hampshire,c-corp,100-249,42,medium,349,54347,63.2812298746941
New Hampshire,c-corp,20-49,45.6,high,1324,39329,68.29004042818276
New Hampshire,c-corp,250-499,54.6,low,83,28051,87.00745071476953
New Hampshire,c-corp,5-9,43,high,2255,15198,63.38485327016713
New Hampshire,c-corp,50-99,43.5,medium,427,29357,66.67649964233402
New Hampshire,c-corp,500-999,51,low,30,20749,91.38575353029061
New Hampshire,c-corp,1-4,44.4,high,4241,8148,87.08345606283751
New Hampshire,government,10-19,39.4,low,26,424,13.400943396226415
New Hampshire,government,20-49,42.9,low,28,874,13.431350114416476
New Hampshire,government,5-9,36,low,12,102,20.41176470588235
New Hampshire,sole-proprietor,1000+,56.2,low,3,3512,112.24316628701594
New Hampshire,sole-proprietor,10-19,44.3,medium,531,7026,36.18104184457729
New Hampshire,sole-proprietor,100-249,36.3,low,33,5997,37.7543771885943
New Hampshire,sole-proprietor,20-49,42.3,medium,205,5768,38.69261442441054
New Hampshire,sole-proprietor,250-499,35.6,low,17,5648,37.74699008498584
New Hampshire,sole-proprietor,5-9,44.6,high,1248,7990,36.35168961201502
New Hampshire,sole-proprietor,50-99,44.2,low,41,2875,43.64869565217391
New Hampshire,sole-proprietor,1-4,41.7,high,5561,8946,42.88710038005813
New Hampshire,nonprofit,1000+,45.3,low,13,35814,69.30795219746467
New Hampshire,nonprofit,10-19,39.4,medium,488,6607,50.10337520811261
New Hampshire,nonprofit,100-249,39.9,low,89,12950,52.83660231660232
New Hampshire,nonprofit,20-49,42.2,medium,334,10082,53.235667526284466
New Hampshire,nonprofit,250-499,43.2,low,36,12827,56.750682154829654
New Hampshire,nonprofit,5-9,41.4,medium,666,4415,51.343374858437144
New Hampshire,nonprofit,50-99,37.9,medium,108,7249,46.726996827148575
New Hampshire,nonprofit,500-999,49.1,low,10,6143,73.39752563893863
New Hampshire,nonprofit,1-4,41.7,high,1596,3156,60.636248415716096
New Hampshire,other,10-19,39.4,low,13,177,59.08474576271186
New Hampshire,other,100-249,33.6,low,4,467,40.406852248394
New Hampshire,other,20-49,34.7,low,6,219,49.461187214611876
New Hampshire,other,5-9,35.3,low,12,89,44.62921348314607
New Hampshire,other,50-99,36,low,4,297,33.92929292929293
New Hampshire,other,1-4,31.7,low,39,66,60
New Hampshire,partnership,10-19,34.8,medium,901,12521,41.055746346138484
New Hampshire,partnership,100-249,39.7,low,51,7329,62.466502933551645
New Hampshire,partnership,20-49,35.2,medium,657,19413,43.724669036212845
New Hampshire,partnership,250-499,48.6,low,15,5275,88.44436018957346
New Hampshire,partnership,5-9,34.4,high,1234,8280,42.772584541062805
New Hampshire,partnership,50-99,42.4,medium,204,13751,52.206675878117956
New Hampshire,partnership,1-4,29.4,high,3343,5736,60.27667364016737
New Hampshire,s-corp,10-19,47.6,high,1630,21969,59.05771769311302
New Hampshire,s-corp,100-249,60.6,medium,108,15810,67.81745730550284
New Hampshire,s-corp,20-49,52.7,high,1191,35521,62.18856451113426
New Hampshire,s-corp,250-499,62.6,low,16,5054,79.55243371586862
New Hampshire,s-corp,5-9,50.4,high,2202,14713,61.00890369061374
New Hampshire,s-corp,50-99,53.5,medium,347,22926,61.48194190002617
New Hampshire,s-corp,500-999,60.3,low,4,2422,81.21222130470686
New Hampshire,s-corp,1-4,39,high,5902,10049,78.6221514578565
New Jersey,c-corp,1000+,68.7,medium,166,338086,116.13229474157463
New Jersey,c-corp,10-19,53.6,high,8209,111239,64.8897778656766
New Jersey,c-corp,100-249,64.4,high,1913,296486,84.95409564026632
New Jersey,c-corp,20-49,55.8,high,6624,197444,71.09215271165495
New Jersey,c-corp,250-499,72.5,medium,582,195888,101.75018377848566
New Jersey,c-corp,5-9,52.8,high,11066,73362,64.84959515825632
New Jersey,c-corp,50-99,58.2,high,2623,181334,79.0710787827986
New Jersey,c-corp,500-999,68.5,medium,251,171284,106.94493356063613
New Jersey,c-corp,1-4,48.8,high,28152,49598,78.50802451711762
New Jersey,government,1000+,44.4,low,7,15554,84.33959110196734
New Jersey,sole-proprietor,1000+,50.9,low,5,11765,86.61988950276243
New Jersey,sole-proprietor,10-19,51.8,high,1797,23543,37.080193688145094
New Jersey,sole-proprietor,100-249,56.8,medium,111,16391,73.22439143432372
New Jersey,sole-proprietor,20-49,59.1,medium,750,21749,46.50039082256656
New Jersey,sole-proprietor,250-499,57.1,low,32,11220,78.27335115864527
New Jersey,sole-proprietor,5-9,48.7,high,4385,28109,34.55138923476466
New Jersey,sole-proprietor,50-99,52.8,medium,218,14785,49.719648292188026
New Jersey,sole-proprietor,500-999,77.6,low,14,8505,130.52851263962376
New Jersey,sole-proprietor,1-4,46.1,high,24928,38085,39.05955100433241
New Jersey,nonprofit,1000+,56,low,52,136340,74.56112659527652
New Jersey,nonprofit,10-19,48.1,high,2174,29258,49.21665869163989
New Jersey,nonprofit,100-249,45.1,medium,365,54371,50.95300803737286
New Jersey,nonprofit,20-49,44.2,high,1459,44781,45.43417967441549
New Jersey,nonprofit,250-499,50.8,low,82,28145,62.410090602238405
New Jersey,nonprofit,5-9,49.8,high,2863,19254,47.81562272774488
New Jersey,nonprofit,50-99,46.1,medium,627,44056,48.05356818594516
New Jersey,nonprofit,500-999,50.3,low,38,26833,64.814034956956
New Jersey,nonprofit,1-4,46.9,high,6612,12334,57.50437814172207
New Jersey,other,10-19,49.9,low,52,716,74.43435754189944
New Jersey,other,100-249,49.9,low,8,1070,66.66168224299065
New Jersey,other,20-49,43.2,low,54,1763,48.21157118547929
New Jersey,other,250-499,52.2,low,7,2936,87.70810626702998
New Jersey,other,5-9,45.4,low,66,427,60.168618266978925
New Jersey,other,50-99,57.7,low,22,1541,53.941596365996105
New Jersey,other,500-999,54.1,low,3,1753,96.65887050770108
New Jersey,other,1-4,32,medium,112,183,52.08196721311475
New Jersey,partnership,1000+,42.7,low,29,64447,52.10444241004236
New Jersey,partnership,10-19,52,high,5865,79683,46.86906868466298
New Jersey,partnership,100-249,47.7,medium,608,88465,60.33865370485503
New Jersey,partnership,20-49,50.6,high,4047,121950,48.40147601476015
New Jersey,partnership,250-499,49.8,medium,124,42949,64.29406971058698
New Jersey,partnership,5-9,48.7,high,7820,52023,45.38236933663956
New Jersey,partnership,50-99,54.7,high,1320,89705,54.086973970235775
New Jersey,partnership,500-999,53.1,low,52,36734,74.81728099308542
New Jersey,partnership,1-4,39.7,high,25226,42521,59.76994896639307
New Jersey,s-corp,1000+,56.1,low,29,73677,64.92720930548204
New Jersey,s-corp,10-19,54.4,high,10420,140106,57.29763179307096
New Jersey,s-corp,100-249,66.7,medium,925,139424,65.54384467523525
New Jersey,s-corp,20-49,57.8,high,6758,202496,60.55805546776232
New Jersey,s-corp,250-499,65.5,medium,197,65759,65.89899481439802
New Jersey,s-corp,5-9,55.7,high,15354,100898,56.02903922773494
New Jersey,s-corp,50-99,62.8,high,2122,143374,61.892274749954666
New Jersey,s-corp,500-999,41.6,low,47,31777,44.358277999811186
New Jersey,s-corp,1-4,43.3,high,50119,83747,64.97513940797879
New Mexico,c-corp,1000+,35.9,low,7,21830,65.1514887769125
New Mexico,c-corp,10-19,34.4,high,1975,27204,48.860020585208055
New Mexico,c-corp,100-249,33.6,medium,320,48574,51.89659076872401
New Mexico,c-corp,20-49,33.8,high,1449,43830,50.22222222222222
New Mexico,c-corp,250-499,34.9,low,98,33398,53.15875202107911
New Mexico,c-corp,5-9,35.7,high,2452,16541,50.75527477177921
New Mexico,c-corp,50-99,32.7,medium,479,32195,50.465879794999225
New Mexico,c-corp,500-999,34.3,low,24,17300,52.25988439306359
New Mexico,c-corp,1-4,33.5,high,3966,7702,69.4761101012724
New Mexico,government,1000+,31.7,low,3,11003,60.51794965009543
New Mexico,government,100-249,44.1,low,5,846,61.843971631205676
New Mexico,government,250-499,41.5,low,7,2683,57.935892657472976
New Mexico,government,50-99,60.3,low,5,358,77.23463687150839
New Mexico,government,500-999,37.9,low,4,2359,58.513353115727
New Mexico,sole-proprietor,10-19,39.7,medium,371,4921,33.29079455395245
New Mexico,sole-proprietor,100-249,39.3,low,19,2961,51.20466058763931
